,name,full_name,clone_url,forks,watchers,open_issues,size,n_branches,len_description,owner,framework
184,online-shop-dengan-vue,haidi20/online-shop-dengan-vue,https://github.com/haidi20/online-shop-dengan-vue.git,1,0,0,213,2,81,haidi20,vue
185,VUE_Simulated_Online_Shopping,fishinsea2014/VUE_Simulated_Online_Shopping,https://github.com/fishinsea2014/VUE_Simulated_Online_Shopping.git,1,0,0,2342,2,0,fishinsea2014,vue
186,Online-Shop-Vue-App,OlgaVolosevich/Online-Shop-Vue-App,https://github.com/OlgaVolosevich/Online-Shop-Vue-App.git,1,0,19,2399,2,0,OlgaVolosevich,vue
187,Vue_create_online-shop,Xokage123/Vue_create_online-shop,https://github.com/Xokage123/Vue_create_online-shop.git,1,0,0,3466,2,0,Xokage123,vue
188,vue-online-shop-frontend,liwei3380/vue-online-shop-frontend,https://github.com/liwei3380/vue-online-shop-frontend.git,1,0,0,49,2,0,liwei3380,vue
189,online_shop_vue,blackwaterstar/online_shop_vue,https://github.com/blackwaterstar/online_shop_vue.git,1,0,0,2936,2,0,blackwaterstar,vue
190,vue-shop-online-firebase,diegotpereira/vue-shop-online-firebase,https://github.com/diegotpereira/vue-shop-online-firebase.git,1,0,0,2267,2,59,diegotpereira,vue
191,vue-online-shop-frontend,CassielLee/vue-online-shop-frontend,https://github.com/CassielLee/vue-online-shop-frontend.git,1,0,16,1821,2,0,CassielLee,vue
192,vue-online-shop,michalmullen/vue-online-shop,https://github.com/michalmullen/vue-online-shop.git,1,0,24,848,2,0,michalmullen,vue
193,vue-online-shop,SlavaOdinokov/vue-online-shop,https://github.com/SlavaOdinokov/vue-online-shop.git,1,0,0,224,2,0,SlavaOdinokov,vue
194,Online-shopping-mall-vue,Aaron-LHR/Online-shopping-mall-vue,https://github.com/Aaron-LHR/Online-shopping-mall-vue.git,1,0,0,28474,2,0,Aaron-LHR,vue
195,vue_online_shop,dmitrKuznetsov/vue_online_shop,https://github.com/dmitrKuznetsov/vue_online_shop.git,1,0,0,263,2,0,dmitrKuznetsov,vue
196,online-shop-vue,xushnudbek20/online-shop-vue,https://github.com/xushnudbek20/online-shop-vue.git,1,0,3,229,2,0,xushnudbek20,vue
197,vue-online-shop,twiar/vue-online-shop,https://github.com/twiar/vue-online-shop.git,0,0,0,537,2,0,twiar,vue
198,online-shop-with-vue,Aleksandrov91/online-shop-with-vue,https://github.com/Aleksandrov91/online-shop-with-vue.git,1,0,0,566,2,34,Aleksandrov91,vue
199,vuejs-online-shop,runardvl/vuejs-online-shop,https://github.com/runardvl/vuejs-online-shop.git,1,0,1,604,2,59,runardvl,vue
200,online_shop-vue-,baiimbet0v/online_shop-vue-,https://github.com/baiimbet0v/online_shop-vue-.git,1,0,0,210,2,0,baiimbet0v,vue
201,online-Vue-shop,maidacencoanastasia/online-Vue-shop,https://github.com/maidacencoanastasia/online-Vue-shop.git,1,0,0,567,2,0,maidacencoanastasia,vue
202,online-shop-vue,MaxLisyanskiy/online-shop-vue,https://github.com/MaxLisyanskiy/online-shop-vue.git,1,0,0,739,2,0,MaxLisyanskiy,vue
203,vue_tutorial_online_shop,Streammer/vue_tutorial_online_shop,https://github.com/Streammer/vue_tutorial_online_shop.git,1,0,0,363,2,0,Streammer,vue
204,online-shop-dengan-vue,haidi20/online-shop-dengan-vue,https://github.com/haidi20/online-shop-dengan-vue.git,1,0,0,213,2,81,haidi20,vue
205,VUE_Simulated_Online_Shopping,fishinsea2014/VUE_Simulated_Online_Shopping,https://github.com/fishinsea2014/VUE_Simulated_Online_Shopping.git,1,0,0,2342,2,0,fishinsea2014,vue
206,Online-Shop-Vue-App,OlgaVolosevich/Online-Shop-Vue-App,https://github.com/OlgaVolosevich/Online-Shop-Vue-App.git,1,0,19,2399,2,0,OlgaVolosevich,vue
207,Vue_create_online-shop,Xokage123/Vue_create_online-shop,https://github.com/Xokage123/Vue_create_online-shop.git,1,0,0,3466,2,0,Xokage123,vue
208,vue-online-shop-frontend,liwei3380/vue-online-shop-frontend,https://github.com/liwei3380/vue-online-shop-frontend.git,1,0,0,49,2,0,liwei3380,vue
209,online_shop_vue,blackwaterstar/online_shop_vue,https://github.com/blackwaterstar/online_shop_vue.git,1,0,0,2936,2,0,blackwaterstar,vue
210,vue-shop-online-firebase,diegotpereira/vue-shop-online-firebase,https://github.com/diegotpereira/vue-shop-online-firebase.git,1,0,0,2267,2,59,diegotpereira,vue
211,online-shop-vue,thawzindev/online-shop-vue,https://github.com/thawzindev/online-shop-vue.git,1,0,25,2916,2,0,thawzindev,vue
212,vue-online-shop,yijuw/vue-online-shop,https://github.com/yijuw/vue-online-shop.git,1,0,16,4316,2,0,yijuw,vue
213,tutorial-online-shop-vue,Ramunas-Bkr/tutorial-online-shop-vue,https://github.com/Ramunas-Bkr/tutorial-online-shop-vue.git,1,0,0,375,2,0,Ramunas-Bkr,vue
214,Vue.js-Online-Shop,YanPershay/Vue.js-Online-Shop,https://github.com/YanPershay/Vue.js-Online-Shop.git,1,0,0,6681,2,0,YanPershay,vue
215,Online_Shop-Vue,Gutu-Ivan/Online_Shop-Vue,https://github.com/Gutu-Ivan/Online_Shop-Vue.git,1,0,0,1446,2,0,Gutu-Ivan,vue
216,vue-online-shop,MrVelasquezz/vue-online-shop,https://github.com/MrVelasquezz/vue-online-shop.git,1,0,0,1996,2,76,MrVelasquezz,vue
217,vue-online-shop-frontend,Arrrrray/vue-online-shop-frontend,https://github.com/Arrrrray/vue-online-shop-frontend.git,1,0,14,1725,2,32,Arrrrray,vue
218,vuex-shop,ZoyaVolkova/vuex-shop,https://github.com/ZoyaVolkova/vuex-shop.git,4,3,1,2884,2,45,ZoyaVolkova,vue
219,way-rings,yalandr/way-rings,https://github.com/yalandr/way-rings.git,1,0,0,1662,2,35,yalandr,vue
220,shop_sdk,zide-pleasure/shop_sdk,https://github.com/zide-pleasure/shop_sdk.git,1,0,1,1494,2,26,zide-pleasure,vue
221,maxon-eshop,zadr50/maxon-eshop,https://github.com/zadr50/maxon-eshop.git,1,0,14,1709,2,38,zadr50,vue
222,tea-shop,elena-dragunova/tea-shop,https://github.com/elena-dragunova/tea-shop.git,1,0,2,4814,2,37,elena-dragunova,vue
223,e-commerce,duyuiqao/e-commerce,https://github.com/duyuiqao/e-commerce.git,1,0,0,600,2,47,duyuiqao,vue
224,MxShop,giwatest/MxShop,https://github.com/giwatest/MxShop.git,1,0,0,16648,2,29,giwatest,vue
225,Foodut,Jeddi212/Foodut,https://github.com/Jeddi212/Foodut.git,1,1,0,27782,2,32,Jeddi212,vue
226,mall,W-Java/mall,https://github.com/W-Java/mall.git,1,1,0,259,2,38,W-Java,vue
227,piwubang,ShenJet/piwubang,https://github.com/ShenJet/piwubang.git,1,0,0,3296,2,45,ShenJet,vue
228,olshop-admin,axquired24/olshop-admin,https://github.com/axquired24/olshop-admin.git,1,0,0,416,2,42,axquired24,vue
229,supermall,Magazinediver/supermall,https://github.com/Magazinediver/supermall.git,1,0,22,2259,2,33,Magazinediver,vue
230,main-shop,mihazzz123/main-shop,https://github.com/mihazzz123/main-shop.git,1,0,0,434,2,30,mihazzz123,vue
231,Mall,DiggerZhou/Mall,https://github.com/DiggerZhou/Mall.git,1,0,16,2283,2,31,DiggerZhou,vue
232,online-product-purchase-vue,cagilan/online-product-purchase-vue,https://github.com/cagilan/online-product-purchase-vue.git,1,0,1,97,2,48,cagilan,vue
233,online-shop,Ryukyo/online-shop,https://github.com/Ryukyo/online-shop.git,1,0,0,1960,2,56,Ryukyo,vue
234,online-shop,yeminko/online-shop,https://github.com/yeminko/online-shop.git,1,0,0,430,2,44,yeminko,vue
235,bookie,tomleb3/bookie,https://github.com/tomleb3/bookie.git,1,0,0,3517,2,19,tomleb3,vue
236,my_vue-js_online_shop,BrunoPrdt/my_vue-js_online_shop,https://github.com/BrunoPrdt/my_vue-js_online_shop.git,1,0,9,732,2,28,BrunoPrdt,vue
237,shop-dummy,AustinRichburg/shop-dummy,https://github.com/AustinRichburg/shop-dummy.git,2,0,0,442,2,42,AustinRichburg,vue
238,Indi-shop,Jarkovato/Indi-shop,https://github.com/Jarkovato/Indi-shop.git,1,0,0,17708,2,35,Jarkovato,vue
239,vue-shop,sashaj/vue-shop,https://github.com/sashaj/vue-shop.git,1,0,0,3488,2,48,sashaj,vue
240,_tr-vuex-_vue-online-storewith-shopping-cart,git-nori/_tr-vuex-_vue-online-storewith-shopping-cart,https://github.com/git-nori/_tr-vuex-_vue-online-storewith-shopping-cart.git,1,0,21,5513,2,0,git-nori,vue
241,FE-VueJs-Nuxt-Online-Shopping-Web,AnnisaRizki30/FE-VueJs-Nuxt-Online-Shopping-Web,https://github.com/AnnisaRizki30/FE-VueJs-Nuxt-Online-Shopping-Web.git,1,0,0,3981,2,0,AnnisaRizki30,vue
242,vueonlineshop,siattesting/vueonlineshop,https://github.com/siattesting/vueonlineshop.git,1,0,23,4707,2,50,siattesting,vue
243,NodeJS-VueJS-Online-Shop,maheralayoubi/NodeJS-VueJS-Online-Shop,https://github.com/maheralayoubi/NodeJS-VueJS-Online-Shop.git,1,1,0,14,2,0,maheralayoubi,vue
244,vuexonlinestore,GeorgyDolganov/vuexonlinestore,https://github.com/GeorgyDolganov/vuexonlinestore.git,1,0,15,1358,2,44,GeorgyDolganov,vue
245,ShopMe,yueyue200830/ShopMe,https://github.com/yueyue200830/ShopMe.git,1,0,1,1350,2,47,yueyue200830,vue
246,vuedemo,ext2a/vuedemo,https://github.com/ext2a/vuedemo.git,1,0,0,109,2,37,ext2a,vue
247,vue-cli-small-online-shop,admicaa/vue-cli-small-online-shop,https://github.com/admicaa/vue-cli-small-online-shop.git,1,0,20,2058,2,45,admicaa,vue
248,online-shop,anaalamed/online-shop,https://github.com/anaalamed/online-shop.git,1,0,0,1387,2,98,anaalamed,vue
249,nuxt-online-shop,Beisenbayev/nuxt-online-shop,https://github.com/Beisenbayev/nuxt-online-shop.git,1,0,0,175,2,32,Beisenbayev,vue
250,luka-shop-frontend,filip106/luka-shop-frontend,https://github.com/filip106/luka-shop-frontend.git,1,0,17,986,2,27,filip106,vue
251,shoppingAppVue,agampreetsingh/shoppingAppVue,https://github.com/agampreetsingh/shoppingAppVue.git,1,0,0,3245,2,53,agampreetsingh,vue
252,Online-Shopping-App-Vue.js,oliverrochester/Online-Shopping-App-Vue.js,https://github.com/oliverrochester/Online-Shopping-App-Vue.js.git,1,0,1,3235,2,182,oliverrochester,vue
253,simple-online-shopping-using-vue,DaliaTarek96/simple-online-shopping-using-vue,https://github.com/DaliaTarek96/simple-online-shopping-using-vue.git,1,0,0,1125,2,0,DaliaTarek96,vue
254,C2C-Online-Shop,meiluhua/C2C-Online-Shop,https://github.com/meiluhua/C2C-Online-Shop.git,1,0,0,17895,2,47,meiluhua,vue
255,Vue-fundamental,NasrinHaidari/Vue-fundamental,https://github.com/NasrinHaidari/Vue-fundamental.git,1,0,0,4643,2,49,NasrinHaidari,vue
256,vue-mall,hetiansu5/vue-mall,https://github.com/hetiansu5/vue-mall.git,1,0,25,2188,2,52,hetiansu5,vue
257,vue-store,miyasinarafat/vue-store,https://github.com/miyasinarafat/vue-store.git,1,0,0,183,2,44,miyasinarafat,vue
258,vue-3-demo-fitness-shop,tngeene/vue-3-demo-fitness-shop,https://github.com/tngeene/vue-3-demo-fitness-shop.git,1,0,0,200,2,37,tngeene,vue
259,OliosOnlineShop,YuryPrymak/OliosOnlineShop,https://github.com/YuryPrymak/OliosOnlineShop.git,1,0,0,6153,2,54,YuryPrymak,vue
260,RmlOnlineShop,rp88imxo/RmlOnlineShop,https://github.com/rp88imxo/RmlOnlineShop.git,1,0,0,9094,2,40,rp88imxo,vue
261,onlineShop,yichengyiguo/onlineShop,https://github.com/yichengyiguo/onlineShop.git,1,0,0,1323,2,29,yichengyiguo,vue
262,online-shopping,YouthguyZ/online-shopping,https://github.com/YouthguyZ/online-shopping.git,1,0,0,1428,2,48,YouthguyZ,vue
263,vue_shop_admin,sartim/vue_shop_admin,https://github.com/sartim/vue_shop_admin.git,2,1,11,180,2,95,sartim,vue
264,online-shop,Stoneleee/online-shop,https://github.com/Stoneleee/online-shop.git,1,0,14,279,2,76,Stoneleee,vue
265,online_shop,GarikGelios/online_shop,https://github.com/GarikGelios/online_shop.git,1,0,23,3603,2,65,GarikGelios,vue
266,Vue-Shop-Master,webmaster1022/Vue-Shop-Master,https://github.com/webmaster1022/Vue-Shop-Master.git,1,0,0,512,2,58,webmaster1022,vue
267,PosterShop-Vue,amsalud/PosterShop-Vue,https://github.com/amsalud/PosterShop-Vue.git,1,0,32,3897,2,55,amsalud,vue
268,YourShopVue,vibhavk/YourShopVue,https://github.com/vibhavk/YourShopVue.git,1,1,0,138,2,51,vibhavk,vue
269,shop,udosenakane/shop,https://github.com/udosenakane/shop.git,1,0,0,14155,2,99,udosenakane,vue
270,vue-online-store,fjmn2001/vue-online-store,https://github.com/fjmn2001/vue-online-store.git,1,1,0,187,2,79,fjmn2001,vue
271,lodestar-online-shop,Zakratus/lodestar-online-shop,https://github.com/Zakratus/lodestar-online-shop.git,1,0,0,7131,2,116,Zakratus,vue
272,_tr_Vue-Online-Store-with-Shopping-Cart,git-nori/_tr_Vue-Online-Store-with-Shopping-Cart,https://github.com/git-nori/_tr_Vue-Online-Store-with-Shopping-Cart.git,1,0,17,1129,2,71,git-nori,vue
273,an-app-designed-for-online-shopping,woshigde/an-app-designed-for-online-shopping,https://github.com/woshigde/an-app-designed-for-online-shopping.git,2,1,22,2229,2,39,woshigde,vue
274,vue_shop,DaSun30/vue_shop,https://github.com/DaSun30/vue_shop.git,1,0,0,4280,2,64,DaSun30,vue
275,online-shop,JackCrysler/online-shop,https://github.com/JackCrysler/online-shop.git,2,1,0,3021,2,27,JackCrysler,vue
276,online_shop,zaitsava-katsiaryna/online_shop,https://github.com/zaitsava-katsiaryna/online_shop.git,1,0,0,413,2,125,zaitsava-katsiaryna,vue
277,may-shop,chen86860/may-shop,https://github.com/chen86860/may-shop.git,1,1,0,6693,2,42,chen86860,vue
278,online-shopping-mall,77tao/online-shopping-mall,https://github.com/77tao/online-shopping-mall.git,1,0,5,1472,2,28,77tao,vue
279,online-shopping-admin,77tao/online-shopping-admin,https://github.com/77tao/online-shopping-admin.git,1,0,6,1280,2,28,77tao,vue
280,online-shop-admin-ui,314yyds/online-shop-admin-ui,https://github.com/314yyds/online-shop-admin-ui.git,1,0,0,500,2,70,314yyds,vue
281,kqhandmade-online-shop,KYang72Bcit/kqhandmade-online-shop,https://github.com/KYang72Bcit/kqhandmade-online-shop.git,1,0,0,3399,2,69,KYang72Bcit,vue
282,Garonne-Online-Shop-UI,tomastoews/Garonne-Online-Shop-UI,https://github.com/tomastoews/Garonne-Online-Shop-UI.git,1,0,23,5560,2,78,tomastoews,vue
283,ShoppingApp-Vue-SCSS-TypeScript,KaramullinTimur/ShoppingApp-Vue-SCSS-TypeScript,https://github.com/KaramullinTimur/ShoppingApp-Vue-SCSS-TypeScript.git,1,0,0,711,2,103,KaramullinTimur,vue
284,vue-express-online-shop-v1,jczzz/vue-express-online-shop-v1,https://github.com/jczzz/vue-express-online-shop-v1.git,1,0,0,3345,2,53,jczzz,vue
285,build-an-online-shop-with-vue-ts,janesser/build-an-online-shop-with-vue-ts,https://github.com/janesser/build-an-online-shop-with-vue-ts.git,1,1,0,113,2,68,janesser,vue
286,C.C.Online,Nereitay/C.C.Online,https://github.com/Nereitay/C.C.Online.git,2,0,0,22340,2,52,Nereitay,vue
287,vue-pet-depot-miniOnlineShop,aijan999/vue-pet-depot-miniOnlineShop,https://github.com/aijan999/vue-pet-depot-miniOnlineShop.git,1,0,0,127,2,0,aijan999,vue
288,Simple-shopping-site,Brilliantwebdev1125/Simple-shopping-site,https://github.com/Brilliantwebdev1125/Simple-shopping-site.git,1,0,0,7286,2,48,Brilliantwebdev1125,vue
289,shop-template-vuejs,lilitmans/shop-template-vuejs,https://github.com/lilitmans/shop-template-vuejs.git,1,0,19,1336,2,70,lilitmans,vue
290,ScotchVueShop,isbard/ScotchVueShop,https://github.com/isbard/ScotchVueShop.git,1,0,0,18,2,89,isbard,vue
291,shop-testing,EtienneFR/shop-testing,https://github.com/EtienneFR/shop-testing.git,1,0,0,175,2,57,EtienneFR,vue
292,Ostore,flaredragon/Ostore,https://github.com/flaredragon/Ostore.git,1,0,0,93,2,38,flaredragon,vue
293,lovaiible,lovaiible/lovaiible,https://github.com/lovaiible/lovaiible.git,1,0,17,6553,2,57,lovaiible,vue
294,studious-engine,roma-marshall/studious-engine,https://github.com/roma-marshall/studious-engine.git,1,0,0,292,2,49,roma-marshall,vue
295,SocialMart,Rashmikatti/SocialMart,https://github.com/Rashmikatti/SocialMart.git,1,0,0,221,2,46,Rashmikatti,vue
296,vue-poke-shopping-cart,rennygalindez/vue-poke-shopping-cart,https://github.com/rennygalindez/vue-poke-shopping-cart.git,1,0,0,159,2,100,rennygalindez,vue
297,horizontal-scrolling-theater,rayc2045/horizontal-scrolling-theater,https://github.com/rayc2045/horizontal-scrolling-theater.git,1,0,0,15767,2,31,rayc2045,vue
298,online-shop-frontend,Qiuzcc/online-shop-frontend,https://github.com/Qiuzcc/online-shop-frontend.git,0,0,0,323,2,53,Qiuzcc,vue
299,online-shop-backend,Qiuzcc/online-shop-backend,https://github.com/Qiuzcc/online-shop-backend.git,0,0,0,3009,2,53,Qiuzcc,vue
300,webshop-vue,Harshada-Mulye/webshop-vue,https://github.com/Harshada-Mulye/webshop-vue.git,2,0,0,246,2,78,Harshada-Mulye,vue
301,ShoppingMall,Yanyeee/ShoppingMall,https://github.com/Yanyeee/ShoppingMall.git,1,1,0,626,2,68,Yanyeee,vue
302,meeks-onlinestore-client,Mistergpofficial/meeks-onlinestore-client,https://github.com/Mistergpofficial/meeks-onlinestore-client.git,2,1,0,3093,2,65,Mistergpofficial,vue
303,shops-prices,firstake/shops-prices,https://github.com/firstake/shops-prices.git,1,0,1,3895,2,74,firstake,vue
304,e-shop_onVue.js,VladislavDeveloper/e-shop_onVue.js,https://github.com/VladislavDeveloper/e-shop_onVue.js.git,1,0,0,271,2,107,VladislavDeveloper,vue
305,demo_project_vue_js,pratikshitre/demo_project_vue_js,https://github.com/pratikshitre/demo_project_vue_js.git,1,0,0,4723,2,80,pratikshitre,vue
306,vuex-sneaker-shop,MoiOcanas/vuex-sneaker-shop,https://github.com/MoiOcanas/vuex-sneaker-shop.git,2,1,18,8807,2,162,MoiOcanas,vue
307,vue-webpack-node,qianwen155/vue-webpack-node,https://github.com/qianwen155/vue-webpack-node.git,1,0,0,25989,2,31,qianwen155,vue
308,elementUI-goods-spec,dynamohuang/elementUI-goods-spec,https://github.com/dynamohuang/elementUI-goods-spec.git,1,2,0,82,2,88,dynamohuang,vue
309,Jaystore,quintans/Jaystore,https://github.com/quintans/Jaystore.git,1,1,0,64,2,70,quintans,vue
310,msaber69-Online-shopping-site-using-Vue.js,msaber69/msaber69-Online-shopping-site-using-Vue.js,https://github.com/msaber69/msaber69-Online-shopping-site-using-Vue.js.git,1,0,0,21,2,0,msaber69,vue
311,Shopping-Cart-,jehdaileg/Shopping-Cart-,https://github.com/jehdaileg/Shopping-Cart-.git,1,1,0,235,2,85,jehdaileg,vue
312,shopping-list,kryukalexander/shopping-list,https://github.com/kryukalexander/shopping-list.git,1,0,0,155,2,89,kryukalexander,vue
313,shop-page,MaxKortelov/shop-page,https://github.com/MaxKortelov/shop-page.git,1,0,0,1239,2,110,MaxKortelov,vue
314,e-shop_onVue_webpack,VladislavDeveloper/e-shop_onVue_webpack,https://github.com/VladislavDeveloper/e-shop_onVue_webpack.git,1,0,0,356,2,125,VladislavDeveloper,vue
315,e-shop-books,odayakanaasa/e-shop-books,https://github.com/odayakanaasa/e-shop-books.git,1,0,0,244,2,74,odayakanaasa,vue
316,ecommerce-shop-frontend,kkonne/ecommerce-shop-frontend,https://github.com/kkonne/ecommerce-shop-frontend.git,1,0,0,187,2,82,kkonne,vue
317,poc-vape-shop,neilmerton/poc-vape-shop,https://github.com/neilmerton/poc-vape-shop.git,1,0,16,1845,2,66,neilmerton,vue
318,vue_ts-composition_api-japanese_sweets_store,zakharovda95/vue_ts-composition_api-japanese_sweets_store,https://github.com/zakharovda95/vue_ts-composition_api-japanese_sweets_store.git,1,0,0,762,2,79,zakharovda95,vue
319,vue_cart,Stanislavskiy/vue_cart,https://github.com/Stanislavskiy/vue_cart.git,1,0,3,610,2,83,Stanislavskiy,vue
320,pokeshop-vue,PAXANDDOS/pokeshop-vue,https://github.com/PAXANDDOS/pokeshop-vue.git,1,0,0,1431,2,102,PAXANDDOS,vue
321,meeks-onlinestore-rest-api,Mistergpofficial/meeks-onlinestore-rest-api,https://github.com/Mistergpofficial/meeks-onlinestore-rest-api.git,2,1,0,8447,2,91,Mistergpofficial,vue
322,ccc-shop-frontend,CCC-Shop/ccc-shop-frontend,https://github.com/CCC-Shop/ccc-shop-frontend.git,2,0,0,1513,2,63,CCC-Shop,vue
323,SuperShop,jakubzadrozny/SuperShop,https://github.com/jakubzadrozny/SuperShop.git,1,0,0,75,2,91,jakubzadrozny,vue
324,plant-house,vudelkaa/plant-house,https://github.com/vudelkaa/plant-house.git,1,1,0,82129,2,86,vudelkaa,vue
325,yunyon-turoturo,YunYon-Bank/yunyon-turoturo,https://github.com/YunYon-Bank/yunyon-turoturo.git,1,0,0,146,2,63,YunYon-Bank,vue
326,Just4Sport,nazeer-allahham/Just4Sport,https://github.com/nazeer-allahham/Just4Sport.git,1,0,0,4399,2,79,nazeer-allahham,vue
327,spb-kassa,itemashabanov/spb-kassa,https://github.com/itemashabanov/spb-kassa.git,1,0,0,1341,2,51,itemashabanov,vue
328,minishop,googlpasha/minishop,https://github.com/googlpasha/minishop.git,1,1,0,2868,2,62,googlpasha,vue
329,Kickshop,johnchuks/Kickshop,https://github.com/johnchuks/Kickshop.git,1,0,0,172,2,60,johnchuks,vue
330,nabavi.ga,markofrontend/nabavi.ga,https://github.com/markofrontend/nabavi.ga.git,1,0,0,505,2,77,markofrontend,vue
331,OnePiece-Online,AlexLiu2022/OnePiece-Online,https://github.com/AlexLiu2022/OnePiece-Online.git,1,0,0,2974,2,121,AlexLiu2022,vue
332,E-watch-store-VueJs,AmanAzim/E-watch-store-VueJs,https://github.com/AmanAzim/E-watch-store-VueJs.git,1,2,20,37650,2,390,AmanAzim,vue
333,teashop,kacperkrasnal/teashop,https://github.com/kacperkrasnal/teashop.git,1,0,0,3160,2,83,kacperkrasnal,vue
334,Laravel-Vue-JS-eCommerce-Platfom,odhiamboatieno/Laravel-Vue-JS-eCommerce-Platfom,https://github.com/odhiamboatieno/Laravel-Vue-JS-eCommerce-Platfom.git,1,1,0,12795,2,303,odhiamboatieno,vue
335,Shop,yankouskia/Shop,https://github.com/yankouskia/Shop.git,50,126,1,2397,2,37,yankouskia,react
336,ReactJS-ecommerce-template,BPouncey/ReactJS-ecommerce-template,https://github.com/BPouncey/ReactJS-ecommerce-template.git,48,64,0,4746,2,53,BPouncey,react
337,ecommerce-spring-reactjs,merikbest/ecommerce-spring-reactjs,https://github.com/merikbest/ecommerce-spring-reactjs.git,104,141,1,43797,2,119,merikbest,react
338,tiptop,shashiirk/tiptop,https://github.com/shashiirk/tiptop.git,16,42,0,474,2,23,shashiirk,react
339,ReactNativeApolloOnlineStore,bithoven-dev/ReactNativeApolloOnlineStore,https://github.com/bithoven-dev/ReactNativeApolloOnlineStore.git,15,60,41,1547,2,48,bithoven-dev,react
340,ygshop,thomaslwq/ygshop,https://github.com/thomaslwq/ygshop.git,50,3,18,2786,2,28,thomaslwq,react
341,online-groceries-app,feMoraes0/online-groceries-app,https://github.com/feMoraes0/online-groceries-app.git,18,34,1,7875,2,56,feMoraes0,react
342,Supreme-Auto-Checkout,val92130/Supreme-Auto-Checkout,https://github.com/val92130/Supreme-Auto-Checkout.git,110,365,70,7934,2,109,val92130,react
343,online-shop,renaco/online-shop,https://github.com/renaco/online-shop.git,55,0,0,16708,2,63,renaco,react
344,react-simple-online-shop-concept,bartstc/react-simple-online-shop-concept,https://github.com/bartstc/react-simple-online-shop-concept.git,12,27,1,17522,2,45,bartstc,react
345,onlineShop,alaminsahed/onlineShop,https://github.com/alaminsahed/onlineShop.git,16,12,1,3437,2,51,alaminsahed,react
346,online-shop,soybeanxiaobi/online-shop,https://github.com/soybeanxiaobi/online-shop.git,5,16,0,111,2,17,soybeanxiaobi,react
347,react-mini-shop,ikhsanalatsary/react-mini-shop,https://github.com/ikhsanalatsary/react-mini-shop.git,11,18,5,728,2,38,ikhsanalatsary,react
348,Pizza-Shop,AbdulWahab0/Pizza-Shop,https://github.com/AbdulWahab0/Pizza-Shop.git,18,29,8,20749,2,86,AbdulWahab0,react
349,react-online-shop,ngothanhtung/react-online-shop,https://github.com/ngothanhtung/react-online-shop.git,11,4,0,296,2,0,ngothanhtung,react
350,e-commerce,mvximenko/e-commerce,https://github.com/mvximenko/e-commerce.git,4,17,1,2103,2,36,mvximenko,react
351,react-redux-shop,Krivega/react-redux-shop,https://github.com/Krivega/react-redux-shop.git,7,8,0,4330,2,87,Krivega,react
352,ReactJs-Online-Store,mahmud-sajib/ReactJs-Online-Store,https://github.com/mahmud-sajib/ReactJs-Online-Store.git,3,9,0,209,2,77,mahmud-sajib,react
353,e-mart,cedrickchee/e-mart,https://github.com/cedrickchee/e-mart.git,9,16,0,572,2,106,cedrickchee,react
354,online-shop,ZahraMirzaei/online-shop,https://github.com/ZahraMirzaei/online-shop.git,1,75,0,6739,2,112,ZahraMirzaei,react
355,S.Mallets-frontend,CC2021-WBL/S.Mallets-frontend,https://github.com/CC2021-WBL/S.Mallets-frontend.git,4,2,4,5705,2,39,CC2021-WBL,react
356,Fashion-Web-App,anujshashimal/Fashion-Web-App,https://github.com/anujshashimal/Fashion-Web-App.git,5,7,22,30176,2,81,anujshashimal,react
357,redux-co,jenna-m/redux-co,https://github.com/jenna-m/redux-co.git,4,4,1,51302,2,34,jenna-m,react
358,Jumia-clone,MichaelKasingye/Jumia-clone,https://github.com/MichaelKasingye/Jumia-clone.git,3,8,0,6506,2,69,MichaelKasingye,react
359,OnlineShoppingStore,lakshanban/OnlineShoppingStore,https://github.com/lakshanban/OnlineShoppingStore.git,2,4,16,26000,2,84,lakshanban,react
360,online-shop,iMykhailychenko/online-shop,https://github.com/iMykhailychenko/online-shop.git,2,4,0,7272,2,94,iMykhailychenko,react
361,Alfredo-Mobile,CloudGakkai/Alfredo-Mobile,https://github.com/CloudGakkai/Alfredo-Mobile.git,7,14,0,3272,2,130,CloudGakkai,react
362,app-shopping-store,rukshan99/app-shopping-store,https://github.com/rukshan99/app-shopping-store.git,3,2,0,1243,2,60,rukshan99,react
363,react_native_storeapp,kastergarta/react_native_storeapp,https://github.com/kastergarta/react_native_storeapp.git,5,7,1,142810,2,140,kastergarta,react
364,RW-Jewellery-Automated-System,Shihara-Dilshan/RW-Jewellery-Automated-System,https://github.com/Shihara-Dilshan/RW-Jewellery-Automated-System.git,7,5,7,15810,2,122,Shihara-Dilshan,react
365,ECommerceColabShop,Salonii02/ECommerceColabShop,https://github.com/Salonii02/ECommerceColabShop.git,1,7,0,6389,2,16,Salonii02,react
366,loveya,ProjectKarol/loveya,https://github.com/ProjectKarol/loveya.git,2,0,17,4102,2,17,ProjectKarol,react
367,OpenDagang,libscode/OpenDagang,https://github.com/libscode/OpenDagang.git,4,2,2,3855,2,81,libscode,react
368,cloth-shop,saidMounaim/cloth-shop,https://github.com/saidMounaim/cloth-shop.git,4,6,0,2628,2,42,saidMounaim,react
369,shoppy,optimm/shoppy,https://github.com/optimm/shoppy.git,3,2,0,69168,2,95,optimm,react
